URL,Product,ProductCode,PriceIncVAT,PriceExcVAT,SalesUnit,Manufacturer,SellingUnitDesc
https://www.grantandstone.co.uk/15mm-x-1-2-mi-straight-adaptor-compression-cfi302-15x1-2,15Mm X 1/2 Mi Straight Adaptor Compression,CFI302/15X1/2,£3.91,£3.26,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/28mm-stop-end-cap-compression-cfi323-28,28Mm Stop End Cap Compression,CFI323/28,£5.18,£4.32,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/22mm-stop-end-cap-compression-cfi323-22,22mm Stop End Cap Compression,CFI323/22,£3.00,£2.50,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-compression-olive-cfi65-15mm,15mm Compression Olive,CFI65/15MM,£0.26,£0.22,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/chrome-1-2-brass-cap-cficp63b-5,Chrome 1/2 Brass Cap,CFICP63B/.5,£4.79,£3.99,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mm-compression-olive-cfi65-22mm,22mm Compression Olive,CFI65/22MM,£0.52,£0.43,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-15mm-air-vent-cap-enf103av-15,Endfeed 15mm Air Vent Cap,ENF103AV/15,£3.26,£2.72,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-22mm-stop-end-cap-enf103-22,Endfeed 22mm Stop End Cap,ENF103/22,£1.98,£1.65,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/endfeed-15mm-stop-end-cap-enf103-15,Endfeed 15mm Stop End Cap,ENF103/15,£0.78,£0.65,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/endfeed-28mm-stop-end-cap-enf103-28,Endfeed 28mm Stop End Cap,ENF103/28,£1.68,£1.40,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-22mm-x-3-4fi-swivel-straight-tap-connector-enf104-22x-75,Endfeed 22mm X 3/4Fi Swivel Straight Tap Connector,ENF104/22X.75,£4.10,£3.42,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/22mm-x-3-4fi-swivel-bent-tap-connector-endfeed-enf106-22x-75,22Mm X 3/4Fi Swivel Bent Tap Connector Endfeed,ENF106/22X.75,£4.52,£3.77,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-x-3-4-cp-angle-washing-machine-tap-tcb1085-wmang,15Mm X 3/4 Cp Angle Washing Machine Tap,TCB1085/WMANG,£3.86,£3.22,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-x-1-2-fi-tap-connector-flexi-300mm-long-ftc15-5-12w,15Mm X 1/2 Fi Tap Connector Flexi 300Mm Long,FTC15/.5/12W,£4.51,£3.76,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-x-3-4fi-swivel-bent-tap-connector-endfeed-enf106-15x-75,15Mm X 3/4Fi Swivel Bent Tap Connector Endfeed,ENF106/15X.75,£3.13,£2.61,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/endfeed-22mm-slip-coupling-enf101s-22,Endfeed 22mm Slip Coupling,ENF101S/22,£3.20,£2.67,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-stop-end-cap-compression-cfi323-15,15Mm Stop End Cap Compression,CFI323/15,£1.94,£1.62,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-x-3-4-straight-cp-washing-machine-tap-tcb1080-wm,15Mm X 3/4 Straight Cp Washing Machine Tap,TCB1080/WM,£5.23,£4.36,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mm-pipe-collar-white-cps22mmc-clip,22Mm Pipe Collar White,CPS22MMC/CLIP,£1.28,£1.07,Sold by / EA,TALON MANUFACTURING LTD,Each
https://www.grantandstone.co.uk/endfeed-15mm-slip-coupling-enf101s-15,Endfeed 15mm Slip Coupling,ENF101S/15,£1.60,£1.33,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/endfeed-22mm-straight-coupling-enf101-22,Endfeed 22mm Straight Coupling,ENF101/22,£0.94,£0.78,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/22mm-x-3-4-straight-tap-connector-compression-cfi303sf-22,22Mm X 3/4 Straight Tap Connector Compression,CFI303SF/22,£5.40,£4.50,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-x-1-2fi-bent-tap-connector-compression-cfi403sf-15,15mm X 1/2Fi Bent Tap Connector Compression,CFI403SF/15,£4.81,£4.01,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-x-1-2-straight-tap-connector-compression-cfi303sf-15,15Mm X 1/2 Straight Tap Connector Compression,CFI303SF/15,£4.18,£3.48,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/28mm-equal-tee-compression-cfi601-28,28Mm Equal Tee Compression,CFI601/28,£9.72,£8.10,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-28mm-straight-coupling-enf101-28,Endfeed 28mm Straight Coupling,ENF101/28,£1.39,£1.16,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-chrome-plated-coupling-compression-cficp301-15,15Mm Chrome Plated Coupling Compression,CFICP301/15,£3.46,£2.88,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/wallplate-elbow-15mmx1-2-chrome-plate-compressio-cficp403w-15,Wallplate Elbow 15Mmx1/2 Chrome Plate Compressio,CFICP403W/15,£8.40,£7.00,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/28mm-x-22mm-3-part-reducing-set-compression-cfi68-28x22,28mm X 22mm 3 Part Reducing Set Compression,CFI68/28X22,£2.33,£1.94,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-chrome-plated-equal-elbow-compression-cficp401-15,15Mm Chrome Plated Equal Elbow Compression,CFICP401/15,£3.01,£2.51,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mm-x-15mm-3-part-reducing-set-compression-cfi68-22x15,22Mm X 15Mm 3 Part Reducing Set Compression,CFI68/22X15,£3.54,£2.95,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-15mm-x-3-4fi-swivel-straight-tap-connector-enf104-15x-75,Endfeed 15mm X 3/4Fi Swivel Straight Tap Connector,ENF104/15X.75,£1.94,£1.62,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-cp-elbow-isolating-valve-tcbbla15,15Mm Cp Elbow Isolating Valve,TCBBLA15,£4.62,£3.85,Sold by / EA,ROB POND LIMITED,Each
https://www.grantandstone.co.uk/28mm-perfect-pump-valve-with-shut-off-pair-tcbppv28,28mm Perfect Pump Valve With Shut Off (Pair),TCBPPV28,£32.68,£27.23,Sold by / EA,ROB POND LIMITED,Each
https://www.grantandstone.co.uk/28mm-straight-flanged-tank-connector-compression-cfi321-28,28mm Straight Flanged Tank Connector Compression,CFI321/28,£6.74,£5.62,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-chrome-plated-equal-tee-compression-cficp601-15,15Mm Chrome Plated Equal Tee Compression,CFICP601/15,£3.79,£3.16,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/3-4-brass-back-nut-tcb-sbk34,3/4 Brass Back Nut,TCB SBK34,£1.38,£1.15,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-compression-isolating-gas-cock-351665,15mm Compression Isolating Gas Cock,351665,£9.26,£7.72,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/22mm-x-3-4-fi-straight-adaptor-endfeed-enf201f22x-75,22Mm X 3/4 Fi Straight Adaptor Endfeed,ENF201F22X.75,£4.30,£3.58,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/22mm-straight-flanged-tank-connector-compression-cfi321-22,22mm Straight Flanged Tank Connector Compression,CFI321/22,£7.13,£5.94,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-essex-flange-for-flat-or-curved-surface-esx15mm-fla,15Mm Essex Flange For Flat Or Curved Surface,ESX15MM/FLA,£49.51,£41.26,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/24ft-hair-felt-pipe-wrap-around-pcn6-plhhair,24Ft Hair-Felt Pipe Wrap Around Pcn6,PLHHAIR,£7.80,£6.50,Sold by / EA,Davant Products Ltd,Each
https://www.grantandstone.co.uk/28mm-single-hinge-clip-cps28mmsincli,28Mm Single Hinge Clip,CPS28MMSINCLI,£0.40,£0.33,Sold by / EA,TALON MANUFACTURING LTD,Each
https://www.grantandstone.co.uk/40mm-twin-appliance-trap-white-ppt4200,40mm Twin Appliance Trap White,PPT4200,£28.06,£23.38,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/endfeed-22mm-x-3-4mi-straight-adaptor-enf201m22x-75,Endfeed 22mm X 3/4Mi Straight Adaptor,ENF201M22X.75,£3.68,£3.07,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/pair-10mm-monobloc-tap-connectors-flexi-300mm-long-ftc10mmhose,Pair 10Mm Monobloc Tap Connectors Flexi 300Mm Long,FTC10MMHOSE,£7.08,£5.90,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-comp-rigid-fan-key-gas-cock-tcg5535,15Mm Comp Rigid Fan Key Gas Cock,TCG5535,£14.39,£11.99,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/40mm-bath-trap-20mm-seal-with-cleaning-eye-wt58,40mm Bath Trap 20Mm Seal With Cleaning Eye,WT58,£12.64,£10.53,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/15mm-x-1-2-straight-cp-swivel-service-valve-tcb1857,15Mm X 1/2 Straight Cp Swivel Service Valve,TCB1857,£4.90,£4.08,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mm-x-3-4-flexi-tap-connector-with-metal-isolating-valve-300mm-ftc22metaliso,22Mm X 3/4 Flexi Tap Connector With Metal Isolating Valve 300Mm,FTC22METALISO,£14.16,£11.80,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-single-hinge-clip-cps15mmsincli,15Mm Single Hinge Clip,CPS15MMSINCLI,£0.19,£0.16,Sold by / EA,TALON MANUFACTURING LTD,Each
https://www.grantandstone.co.uk/15mm-double-check-valve-dzr-self-colour-tcbcv155scol,15Mm Double Check Valve Dzr Self Colour,TCBCV155SCOL,£6.56,£5.47,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-x-1-2-angle-cp-swivel-service-valve-tcb1858,15mm X 1/2 Angle Cp Swivel Service Valve,TCB1858,£4.99,£4.16,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mm-double-check-valve-dzr-tcbsc16,22Mm Double Check Valve Dzr,TCBSC16,£11.34,£9.45,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/one-and-half-bowl-kit-single-hose-connection-wsk1,One And Half Bowl Kit Single Hose Connection,WSK1,£41.62,£34.68,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/22mm-brass-cxc-spring-loaded-check-valve-tcb1222,22mm Brass Cxc Spring Loaded Check Valve,TCB1222,£8.51,£7.09,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/altecnic-eres-15mm-red-blue-compression-lever-valve-er-15mmbv,Altecnic Eres 15Mm Red & Blue Compression Lever Valve,ER-15MMBV,£9.16,£7.63,Sold by / EA,Altecnic,Each
https://www.grantandstone.co.uk/endfeed-15mm-x-1-2-wall-plate-elbow-enf207wp15x-5,Endfeed 15mm X 1/2 Wall Plate Elbow,ENF207WP15X.5,£3.89,£3.24,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-22mm-x-15mm-x-22mm-reduced-tee-enf109221522,Endfeed 22mm X 15mm X 22mm Reduced Tee,ENF109221522,£3.89,£3.24,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-22mm-x-22mm-x-15mm-reduced-tee-enf109222215,Endfeed 22mm X 22mm X 15mm Reduced Tee,ENF109222215,£2.46,£2.05,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-brass-cxc-spring-loaded-check-valve-tcb1215,15mm Brass Cxc Spring Loaded Check Valve,TCB1215,£4.86,£4.05,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/gas-meter-union-22mm-x-1in-groove-gas37132,Gas Meter Union 22Mm X 1In Groove,GAS37132,£10.67,£8.89,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/gas-meter-union-28mm-x-1in-grooved-gas40090325,Gas Meter Union 28Mm X 1In Grooved,GAS40090325,£10.64,£8.87,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-spigot-elbow-polyplumb-pb1015-plupb1015,15Mm Spigot Elbow Polyplumb Pb1015,PLUPB1015,£3.64,£3.03,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/1200mm-lpg-gas-bayonet-cooker-hose-gaslpghose4,1200Mm Lpg Gas Bayonet Cooker Hose,GASLPGHOSE4,£34.44,£28.70,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-22mm-x-15mm-x-15mm-reduced-tee-enf109221515,Endfeed 22mm X 15mm X 15mm Reduced Tee,ENF109221515,£3.89,£3.24,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/1-2-x-15mm-angled-wall-connector-side-strap-gas-gaswallconang,1/2 X 15Mm Angled Wall Connector Side Strap Gas,GASWALLCONANG,£6.67,£5.56,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/pair-12mm-monobloc-tap-connectors-flexi-300mm-long-ftc12mmhose,Pair 12Mm Monobloc Tap Connectors Flexi 300Mm Long,FTC12MMHOSE,£7.68,£6.40,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/tsp1-spacer-for-pipe-clip-cpsspacertsp1,Tsp1 Spacer For Pipe Clip,CPSSPACERTSP1,£0.17,£0.14,Sold by / EA,TALON MANUFACTURING LTD,Each
https://www.grantandstone.co.uk/1-5-x-1-25-brass-bush-tcx1118,1.5 X 1.25 Brass Bush,TCX1118,£5.08,£4.23,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/40mm-low-level-bath-trap-38mm-seal-wt67,40mm Low Level Bath Trap 38Mm Seal,WT67,£18.24,£15.20,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/bayonet-socket-elbow-gasbaysockel,Bayonet Socket Elbow,GASBAYSOCKEL,£11.87,£9.89,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/1-5-x-1-brass-bush-tcx1117,1.5 X 1 Brass Bush,TCX1117,£4.40,£3.67,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/3-4-x-1-2-brass-bush-bf241-tcx1109,3/4 X 1/2 Brass Bush BF241,TCX1109,£1.99,£1.66,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-x-1-2-wall-plate-elbow-polyplumb-plupb5315,15mm X 1/2 Wall Plate Elbow Polyplumb,PLUPB5315,£11.22,£9.35,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/1-2-x-3-8-brass-bush-tcx1106,1/2 X 3/8 Brass Bush,TCX1106,£1.04,£0.87,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/10mm-x-25mtr-plastic-coated-copper-coil-cop10x25plast,10Mm X 25Mtr Plastic Coated Copper Coil,COP10X25PLAST,£108.71,£90.59,Sold by / EA,The Lawton Tube Co Ltd,Each
https://www.grantandstone.co.uk/40mm-hose-pipe-connector-40mm-spigot-wt72,40Mm Hose Pipe Connector 40Mm Spigot,WT72,£5.54,£4.62,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/22mm-spigot-elbow-polyplumb-pb1022-plupb1022,22Mm Spigot Elbow Polyplumb Pb1022,PLUPB1022,£5.24,£4.37,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/mcalpine-90deg-bend-adjust-length-extended-inlet-wccon8e-macwccon8e,Mcalpine 90Deg Bend Adjust Length Extended Inlet WCCON8E,MACWCCON8E,£9.50,£7.92,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/1-25-x-1-brass-bush-tcx1114,1.25 X 1 Brass Bush,TCX1114,£4.84,£4.03,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/mcalpine-wc-con4-offset-pan-connector-macwccon4,McAlpine WC-CON4 Offset Pan Connector,MACWCCON4,£7.46,£6.22,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/mcalpine-wccon8v-90deg-bend-adjust-length-with-vent-boss-macwccon8v,Mcalpine WCCON8V 90Deg Bend Adjust Length With Vent Boss,MACWCCON8V,£22.45,£18.71,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/mcalpine-90deg-wc-connector-flexi-tail-wc-con8f-macwccon8f,Mcalpine 90Deg Wc Connector Flexi Tail Wc-Con8F,MACWCCON8F,£28.76,£23.97,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/altecnic-15mm-comp-british-gas-app-lever-valve-altai331115,Altecnic 15Mm Comp British Gas App Lever Valve,ALTAI331115,£11.09,£9.24,Sold by / EA,Altecnic,Each
https://www.grantandstone.co.uk/mcalpine-wc-con2-90-114mm-straight-adj-length-connector-4in-110mm-out-macwccon2,Mcalpine Wc-Con2 90-114Mm Straight Adj Length Connector 4In/110Mm Out,MACWCCON2,£9.46,£7.88,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/mcalpine-wc-conq-90deg-space-saving-bend-macwccon-q,Mcalpine Wc-Conq 90Deg Space Saving Bend,MACWCCON-Q,£16.80,£14.00,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/15mm-brass-c-x-c-bs1010-stopcock-tcb17151,15Mm Brass C X C Bs1010 Stopcock,TCB17151,£7.80,£6.50,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-x-20mm-poly-brass-stopcock-tcb815,15mm X 20mm Poly Brass Stopcock,TCB815,£11.63,£9.69,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-28mm-x-15mm-x-28mm-reducing-tee-enf109281528,Endfeed 28mm X 15mm X 28mm Reducing Tee,ENF109281528,£4.02,£3.35,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/1-x-3-4-brass-bush-tcx1111,1 X 3/4 Brass Bush,TCX1111,£2.29,£1.91,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mm-x-25mm-poly-brass-stopcock-tcb822,22Mm X 25Mm Poly Brass Stopcock,TCB822,£20.05,£16.71,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-28mm-x-28mm-x-15mm-reduced-tee-enf109282815,Endfeed 28mm X 28mm X 15mm Reduced Tee,ENF109282815,£4.80,£4.00,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/28mm-x-28mm-x-22mm-branch-reduced-tee-endfeed-enf109282822,28Mm X 28Mm X 22Mm Branch Reduced Tee Endfeed,ENF109282822,£5.45,£4.54,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/altecnic-eres-28mm-red-blue-compression-lever-valve-er-28mmbv,Altecnic Eres 28Mm Red & Blue Compression Lever Valve,ER-28MMBV,£18.64,£15.53,Sold by / EA,Altecnic,Each
https://www.grantandstone.co.uk/22mm-essex-flange-for-flat-or-curved-surface-esx22mmessex,22Mm Essex Flange For Flat Or Curved Surface,ESX22MMESSEX,£56.76,£47.30,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/cooker-stability-chain-spring-hook-sitcookchain,Cooker Stability Chain & Spring Hook,SITCOOKCHAIN,£3.23,£2.69,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-surrey-shower-flange-esx15mmsurrey,15Mm Surrey Shower Flange,ESX15MMSURREY,£51.91,£43.26,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/endfeed-28mm-x-22mm-x-22mm-reduced-tee-enf109282222,Endfeed 28mm X 22mm X 22mm Reduced Tee,ENF109282222,£8.34,£6.95,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-x-1-2mi-chrome-plated-coupling-compression-cficp30215x12,15Mm X 1/2Mi Chrome Plated Coupling Compression,CFICP30215X12,£6.26,£5.22,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mmx3-4-brass-nut-tap-connector-polyplumb-pb722-plupb722,22Mmx3/4 Brass Nut Tap Connector Polyplumb Pb722,PLUPB722,£8.08,£6.73,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/15mmx1-2-bent-tap-connector-polyplumb-pb1715-plupb1715,15Mmx1/2 Bent Tap Connector Polyplumb Pb1715,PLUPB1715,£8.59,£7.16,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/22mm-brass-c-x-c-bs1010-stopcock-tcb17221,22Mm Brass C X C Bs1010 Stopcock,TCB17221,£13.10,£10.92,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-spigot-draincock-brass-pb3615-doc-polyplumb-plupb3615,15Mm Spigot Draincock (Brass) Pb3615 Doc Polyplumb,PLUPB3615,£13.30,£11.08,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/28mm-x-28mm-x-22mm-reduced-tee-compression-cfi601282822,28mm X 28mm X 22mm Reduced Tee Compression,CFI601282822,£8.93,£7.44,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-x-1-2-mi-bsp-adaptor-dzr-brass-body-polyplumb-plupb4315,15mm X 1/2 Mi Bsp Adaptor Dzr Brass Body Polyplumb,PLUPB4315,£14.58,£12.15,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/22mm-x-22mm-x-15mm-reduced-tee-compression-cfi601222215,22mm X 22mm X 15mm Reduced Tee Compression,CFI601222215,£5.53,£4.61,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/32mm-adjustable-telescopic-bottle-trap-wpt47-wpt47,32Mm Adjustable Telescopic Bottle Trap Wpt47,WPT47,£19.50,£16.25,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/endfeed-3-4-x-22mm-imp-x-metric-coupling-adaptor-enf101a22x-75,Endfeed 3/4 X 22mm (Imp X Metric) Coupling Adaptor,ENF101A22X.75,£1.66,£1.38,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/1-2-x-1-4-brass-bush-tcx1105,1/2 X 1/4 Brass Bush,TCX1105,£1.43,£1.19,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mm-surrey-shower-flange-esx22mmsurrey,22Mm Surrey Shower Flange,ESX22MMSURREY,£53.22,£44.35,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/22mm-pipe-collar-chrome-cps22mmcpclip,22Mm Pipe Collar Chrome,CPS22MMCPCLIP,£1.91,£1.59,Sold by / EA,TALON MANUFACTURING LTD,Each
https://www.grantandstone.co.uk/3-8-brass-hexagon-nipple-tcb1173,3/8 Brass Hexagon Nipple,TCB1173,£1.86,£1.55,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/1-2-brass-hexagon-nipple-tcb1184,1/2 Brass Hexagon Nipple,TCB1184,£1.98,£1.65,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-pipe-collar-chrome-cps15mmcpclip,15Mm Pipe Collar Chrome,CPS15MMCPCLIP,£2.39,£1.99,Sold by / EA,TALON MANUFACTURING LTD,Each
https://www.grantandstone.co.uk/3-4-brass-hexagon-nipple-tcb1186,3/4 Brass Hexagon Nipple,TCB1186,£2.34,£1.95,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/1-2-fxf-brass-socket-tcb1194,1/2 FxF Brass Socket,TCB1194,£2.60,£2.17,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/10mm-x-50mtr-plastic-coated-copper-coil-cop10x50plast,10Mm X 50Mtr Plastic Coated Copper Coil,COP10X50PLAST,£205.13,£170.94,Sold by / EA,The Lawton Tube Co Ltd,Each
https://www.grantandstone.co.uk/1-inch-brass-hexagonal-nipple-tcb1188,1 Inch Brass Hexagonal Nipple,TCB1188,£4.28,£3.57,Sold by / EA,Embrass Peerless,Each
https://www.grantandstone.co.uk/15mm-x-100mtr-barrier-pipe-polyplumb-pb10015b-plupb10015b,15Mm X 100Mtr Barrier Pipe Polyplumb Pb10015B,PLUPB10015B,£282.60,£235.50,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/15mm-x-50mtr-barrier-pipe-polyplumb-pb5015b-plupb5015b,15mm X 50mtr Barrier Pipe Polyplumb Pb5015B,PLUPB5015B,£142.44,£118.70,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/mcalpine-wc-f18r-100mm-160mm-flexible-wc-connector-macwcf18r,Mcalpine Wc-F18R 100Mm-160Mm Flexible Wc Connector,MACWCF18R,£34.31,£28.59,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/1-4-brass-hexagon-nipple-tcb1172,1/4 Brass Hexagon Nipple,TCB1172,£0.97,£0.81,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/mcalpine-wc-f26r-180mm-470mm-flexible-wc-connector-macwcf26r,Mcalpine Wc-F26R 180Mm-470Mm Flexible Wc Connector,MACWCF26R,£27.26,£22.72,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/mcalpine-flex-conn-c-w-1-25-boss-wc-f26rv-macwcf26rv,Mcalpine Flex Conn C/W 1.25 Boss Wc-F26Rv,MACWCF26RV,£33.77,£28.14,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/mcalpine-wc-f21r-150mm-300mm-flexible-wc-connector-macwcf21r,Mcalpine Wc-F21R 150Mm-300Mm Flexible Wc Connector,MACWCF21R,£28.76,£23.97,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/22mm-x-50mtr-barrier-pipe-polyplumb-pb5022b-plupb5022b,22mm X 50mtr Barrier Pipe Polyplumb Pb5022B,PLUPB5022B,£266.69,£222.24,Sold by / EA,Polypipe,Each
https://www.grantandstone.co.uk/15-x-15-x-3-4-cp-tee-washing-machine-tap-tcb1086,15 X 15 X 3/4 Cp Tee Washing Machine Tap,TCB1086,£4.96,£4.13,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/3-4-hose-union-bib-tap-with-check-valve-tcb1712hu,3/4 Hose Union Bib Tap With Check Valve,TCB1712HU,£14.38,£11.98,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/mcalpine-flex-conn-flexible-wc-connector-wc-f26s-macwcf26s,Mcalpine Flex Conn Flexible Wc Connector Wc-F26S,MACWCF26S,£28.76,£23.97,Sold by / EA,ROBERT LEE DISTRIBUTION LTD,Each
https://www.grantandstone.co.uk/1-2-brass-bib-tap-with-hose-union-tcb1708hu,1/2 Brass Bib Tap With Hose Union,TCB1708HU,£8.80,£7.33,Sold by / EA,Primaflow,Each
https://www.grantandstone.co.uk/15mm-cap-type-a-heavy-brass-drain-valve-doc-tcb1458ps,15mm Cap Type A Heavy Brass Drain Valve Doc,TCB1458PS,£4.13,£3.44,Sold by / EA,Primaflow,Each
