A,A1,AB,AB1,AB2,AD,AD1,Access width,Aim,ArticleCode,A²,B,B1,B2,B3,B4,B5,Battery capacity,Battery charge time,Blade,Cabinet width,Colour / surface,Compatibility,Connection,Content,Cut-out,D,D1,DN,DN1,DNV,Discharge rate,Door,Drain,E,E1,Fastening,Fastening points,G,G1,Gl,Glass thickness,Glass thickness door,Gs,H,H1,H2,H3,Hinge material,IK,ImageURL,Inlet,Insulation,K,K1 max.,K2 max.,K3 max.,L,L1,L2,L3,La,Luminous flux,Luminous flux (max. / above / below),"Luminous flux, above","Luminous flux, below","Luminous flux, indirect",M,Main element weight,Mix & Match,Mixer,Model,NPT,Nominal width,Number of outlets,Number of power sockets,Outlet,Overflow,PN,PageURL,Plug type,Power consumption,Power consumption of mirror heating,Power socket,Product material,Protection class,Quick-release hinges,R,R1,RMF,RMF1,Rg,Rp,Rp1,RpMF,RpMF1,S,SW,Sanitary module,Sealing of connection,Shelf space,Soft-closing mechanism,Specification number,Straight connector,T,T1,T2,T3,T4,T5,T6,Tap hole,Tip,Title,Total water capacity,Towel rail,Trap cutout,Washbasin width,With overflow hole,X,X1,X2,X3,X4,X5,X6,Z,Z1,Z2,Z3,Z4,Z5,Z6,a,a1,arc,arc2,b,c,"d, ø","d1, ø","d2, ø","d3, ø","da, ø","di, ø","di1, ø",h,h1,h2,k,l,l1,l2,m,n,r,s,s1
,,,,,,,,,116.165.SN.1,,5.5 cm,,,,,,,,,,"stainless steel finish / brushed, easy-to-clean coated",,,,,,,,,,,,,,,,,,,,,,,19.3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/77/40/DAS_2697740_20220719_100725.jpg",,,,,,,,,,,,,,,,,,,,without mixer,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_292164,,,,,,,,,,,,,,,,,,,,,,,,,16.7 cm,,,,,,,,,"Geberit Piave washbasin tap, deck-mounted, generator operation, with exposed function box | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,116.166.14.1,,5.5 cm,,,,,,,,,,black matt / easy-to-clean coated,,,,,,,,,,,,,,,,,,,,,,,19.3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/81/25/DAS_2698125_20220719_100729.jpg",,,,,,,,,,,,,,,,,,,,with mixer,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_292164,,,,,,,,,,,,,,,,,,,,,,,,,16.7 cm,,,,,,,,,"Geberit Piave washbasin tap, deck-mounted, generator operation, with exposed function box | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,116.166.21.1,,5.5 cm,,,,,,,,,,gloss chrome-plated,,,,,,,,,,,,,,,,,,,,,,,19.3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/83/66/DAS_408366_20170925_145025.jpg",,,,,,,,,,,,,,,,,,,,with mixer,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_292164,,,,,,,,,,,,,,,,,,,,,,,,,16.7 cm,,,,,,,,,"Geberit Piave washbasin tap, deck-mounted, generator operation, with exposed function box | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,116.166.SN.1,,5.5 cm,,,,,,,,,,"stainless steel finish / brushed, easy-to-clean coated",,,,,,,,,,,,,,,,,,,,,,,19.3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/81/07/DAS_2698107_20220719_100732.jpg",,,,,,,,,,,,,,,,,,,,with mixer,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_292164,,,,,,,,,,,,,,,,,,,,,,,,,16.7 cm,,,,,,,,,"Geberit Piave washbasin tap, deck-mounted, generator operation, with exposed function box | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.596.P5.1,,90 cm,86.4 cm,41.4 cm,24 cm,,,,,,,Body: outside mirrored<br/>Doors: inside and outside mirrored,,,,,,,,,,,,,,,,,,,,,,,70 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/75/12/DAS_387512_20170926_150315.jpg",,,,,,,,,,,,1470 lm,,,,560 lm,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1832938,BS 4573 shaver socket,14.5 W,,Euro-American Standard,,II,,,,,,,,,,,,,,,,,,,17.2 cm,,,,,,,,,Geberit Option Plus mirror cabinet with lighting and three doors | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.597.P5.1,,120 cm,114.6 cm,49.4 cm,35 cm,,,,,,,Body: outside mirrored<br/>Doors: inside and outside mirrored,,,,,,,,,,,,,,,,,,,,,,,70 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/75/13/DAS_387513_20170926_150321.jpg",,,,,,,,,,,,1890 lm,,,,770 lm,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1832938,BS 4573 shaver socket,19 W,,Euro-American Standard,,II,,,,,,,,,,,,,,,,,,,17.2 cm,,,,,,,,,Geberit Option Plus mirror cabinet with lighting and three doors | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,154.335.11.1,,,,,,,,,,,,white alpine,,,,,,,,,,,,,,,,,,,,,,,5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/36/47/DAS_173647_20170925_163418.jpg",,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_144840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit ready-to-fit set for wall drain, cover made of plastic | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,154.335.14.1,,,,,,,,,,,,black matt,,,,,,,,,,,,,,,,,,,,,,,5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/40/37/DAS_3204037_20230120_123547.jpg",,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_144840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit ready-to-fit set for wall drain, cover made of plastic | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,154.335.21.1,,,,,,,,,,,,gloss chrome-plated,,,,,,,,,,,,,,,,,,,,,,,5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/68/84/DAS_146884_20170925_163413.jpg",,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_144840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit ready-to-fit set for wall drain, cover made of plastic | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,51133,,,,,,,,,,,,,,,,,,,15 / 12,,,,,,,,,,,,,,,,3.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,5.5 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,18 mm,15 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51134,,,,,,,,,,,,,,,,,,,20 / 12,,,,,,,,,,,,,,,,3.9 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,5.9 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,22 mm,15 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51135,,,,,,,,,,,,,,,,,,,20 / 15,,,,,,,,,,,,,,,,3.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,5.7 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,22 mm,18 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51136,,,,,,,,,,,,,,,,,,,25 / 12,,,,,,,,,,,,,,,,4.6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,6.6 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,28 mm,15 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51137,,,,,,,,,,,,,,,,,,,25 / 15,,,,,,,,,,,,,,,,4.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,6.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,28 mm,18 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51138,,,,,,,,,,,,,,,,,,,25 / 20,,,,,,,,,,,,,,,,3.9 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,6 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,28 mm,22 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51141,,,,,,,,,,,,,,,,,,,32 / 20,,,,,,,,,,,,,,,,5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,7.1 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,35 mm,22 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51142,,,,,,,,,,,,,,,,,,,32 / 25,,,,,,,,,,,,,,,,4.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,6.8 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,35 mm,28 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51145,,,,,,,,,,,,,,,,,,,40 / 20,,,,,,,,,,,,,,,,6.1 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,8.2 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,42 mm,22 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51146,,,,,,,,,,,,,,,,,,,40 / 25,,,,,,,,,,,,,,,,6 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,8.3 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,42 mm,28 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51147,,,,,,,,,,,,,,,,,,,40 / 32,,,,,,,,,,,,,,,,5.1 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,7.7 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,42 mm,35 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51150,,,,,,,,,,,,,,,,,,,50 / 20,,,,,,,,,,,,,,,,7.4 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,9.5 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,54 mm,22 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51151,,,,,,,,,,,,,,,,,,,50 / 25,,,,,,,,,,,,,,,,8.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,11 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,54 mm,28 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51152,,,,,,,,,,,,,,,,,,,50 / 32,,,,,,,,,,,,,,,,8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,10.6 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,54 mm,35 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51153,,,,,,,,,,,,,,,,,,,50 / 40,,,,,,,,,,,,,,,,6.2 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,9.2 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,54 mm,42 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51164,,,,,,,,,,,,,,,,,,,65 / 50,,,,,,,,,,,,,,,,11.1 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,14.6 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,76.1 mm,54 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51167,,,,,,,,,,,,,,,,,,,80 / 50,,,,,,,,,,,,,,,,12.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,16.2 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,88.9 mm,54 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51168,,,,,,,,,,,,,,,,,,,80 / 65,,,,,,,,,,,,,,,,10.8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,16.1 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,88.9 mm,76.1 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51169,,,,,,,,,,,,,,,,,,,100 / 50,,,,,,,,,,,,,,,,13.7 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,17.2 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,108 mm,54 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51171,,,,,,,,,,,,,,,,,,,100 / 65,,,,,,,,,,,,,,,,13.1 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,18.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,108 mm,76.1 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,51172,,,,,,,,,,,,,,,,,,,100 / 80,,,,,,,,,,,,,,,,14.3 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/24/71/DAS_122471_20170927_170816.jpg",,,,,,,20.3 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_103236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geberit Mapress Carbon Steel reducer with plain end (FKM, blue) | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,108 mm,88.9 mm,,,,,,,,,,,,,,,,,
,,,,,,,,,61121,,,,,,,,,,,,,,,,,,,12 / 15,,,,,,,,,,,,,,,,4.5 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/32/52/DAS_543252_20170925_155435.jpg",,,,,,,4.4 cm,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_485128,,,,,,,,,,,,,,,1/2 ″,,,,,,,,,,,,,,,,,,,Geberit Mapress elbow adaptor 90° with MasterFix and plain end | Geberit product catalogue,,,,,,,,,,,,,2.8 cm,,,,,,,,,90 °,,,,15 mm,,,,,,,,,,,,,,,,,,
,,,,,,,,,147.020.00.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/50/22/DAS_145022_20170925_162203.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_130814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Water supply connection set for concealed cisterns 12 / 15 cm, for Geberit AquaClean WC complete solutions | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.041.00.6,,35.5 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,39 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/20/09/DAS_402009_20200619_124150.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,horizontal,,,https://catalog.geberit.co.uk/en-GB/product/PRO_335147,,,,,,,,,,,,,,,,,,,,,,,,,65.5 cm,,,,,,,,,"Geberit Selnova floor-standing WC for close-coupled exposed cistern, washdown, horizontal outlet | Geberit product catalogue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,352.329.08.1,,,,,,,,,,,,pebble grey RAL 7032,,,,,8.8 cm,,,,,,,,,,,,,,60 mm,,,,8 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/53/68/DAS_125368_20170922_094114.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_102466,,,,,,,,,,,,1/8 ″,,,,,,,,,,,,,,,,,,,,,,Geberit waste outlet with round thread | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.504.00.1,,45 cm,,,,,,,,,,greige / matt coated,,,,,,,,,,,,,,,,,,,,,,,51 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/95/16/DAS_469516_20170926_152906.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1832914,,,,,,,,,,,,,,,,,,,,,,,,,46.2 cm,,,,,,,,,Geberit Xeno² low cabinet with two drawers | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.504.01.1,,45 cm,,,,,,,,,,white / high-gloss coated,,,,,,,,,,,,,,,,,,,,,,,51 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/92/87/DAS_369287_20170925_145356.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1832914,,,,,,,,,,,,,,,,,,,,,,,,,46.2 cm,,,,,,,,,Geberit Xeno² low cabinet with two drawers | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,500.504.43.1,,45 cm,,,,,,,,,,scultura grey / wooden-textured melamine,,,,,,,,,,,,,,,,,,,,,,,51 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/92/54/DAS_369254_20170926_143245.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://catalog.geberit.co.uk/en-GB/product/PRO_1832914,,,,,,,,,,,,,,,,,,,,,,,,,46.2 cm,,,,,,,,,Geberit Xeno² low cabinet with two drawers | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.830.00.1,,38 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,13 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/00/00/DAS_1890000_20200923_165941.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1794868,,,,,,,,,,,,,,,,,,,,,right,,,,28 cm,,,,,,,right,,Geberit iCon Light handrinse basin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.830.00.3,,38 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,13 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/99/15/DAS_1889915_20200923_165705.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1794868,,,,,,,,,,,,,,,,,,,,,right,,,,28 cm,,,,,,,without,,Geberit iCon Light handrinse basin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.830.JT.1,,38 cm,,,,,,,,,,white / matt,,,,,,,,,,,,,,,,,,,,,,,13 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/53/12/DAS_2735312_20220818_101619.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1794868,,,,,,,,,,,,,,,,,,,,,right,,,,28 cm,,,,,,,right,,Geberit iCon Light handrinse basin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.831.00.1,,38 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,13 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/99/16/DAS_1889916_20200923_165707.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1794868,,,,,,,,,,,,,,,,,,,,,left,,,,28 cm,,,,,,,left,,Geberit iCon Light handrinse basin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,501.831.00.3,,38 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,13 cm,,,,,,"https://images.data.geberit.com/image/upload/f_auto,t_ProductThumbnail/99/17/DAS_1889917_20200923_165708.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,without,,https://catalog.geberit.co.uk/en-GB/product/PRO_1794868,,,,,,,,,,,,,,,,,,,,,left,,,,28 cm,,,,,,,without,,Geberit iCon Light handrinse basin | Geberit product catalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
