supplier,source_url,scraped_at,product
Drainage Central,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Plain-Blank-End,2026-06-10T18:59:03.791942,"{'name': '100mm Heritage Timesaver Cast Iron Soil Pipe Plain Blank End', 'description': '100mm Heritage Timesaver Cast Iron Soil Pipe Plain Blank End\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191726\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191726', 'gtin13': '191726', 'sku': '191726', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt70.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Plain-Blank-End', 'price': '21.28', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Blank-End-With-50mm-Push-Fit-Connector,2026-06-10T18:59:04.568295,"{'name': '100mm Heritage Timesaver Cast Iron Soil Pipe Blank End With 50mm Push Fit Connector', 'description': '100mm Heritage Timesaver Cast Iron Soil Pipe Blank End With 50mm Push Fit Connector\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191729\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191729', 'gtin13': '191729', 'sku': '191729', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt71.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Blank-End-With-50mm-Push-Fit-Connector', 'price': '46.38', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-Cast-Iron-Soil-Pipe-Asphalt-Roof-Vent-Connector,2026-06-10T18:59:05.225953,"{'name': '100mm Cast Iron Soil Pipe Asphalt Roof Vent Connector', 'description': '100mm Cast Iron Soil Pipe Asphalt Roof Vent Connector\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191733\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191733', 'gtin13': '191733', 'sku': '191733', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt73.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Cast-Iron-Soil-Pipe-Asphalt-Roof-Vent-Connector', 'price': '120.94', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-x-75mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Pipe-Taper,2026-06-10T18:59:05.882889,"{'name': '100mm x 75mm Heritage Timesaver Cast Iron Soil Pipe Pipe Taper', 'description': '100mm x 75mm Heritage Timesaver Cast Iron Soil Pipe Pipe Taper\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191712\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191712', 'gtin13': '191712', 'sku': '191712', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt28.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-x-75mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Pipe-Taper', 'price': '88.31', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-300mm-Projection,2026-06-10T18:59:07.359989,"{'name': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 300mm Projection', 'description': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 300mm Projection\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191708\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191708', 'gtin13': '191708', 'sku': '191708', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt24.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-300mm-Projection', 'price': '130.17', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-225mm-Projection,2026-06-10T18:59:08.032193,"{'name': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 225mm Projection', 'description': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 225mm Projection\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191707\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191707', 'gtin13': '191707', 'sku': '191707', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt24.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-225mm-Projection', 'price': '136.44', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-x-50mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Pipe-Taper,2026-06-10T18:59:08.389568,"{'name': '100mm x 50mm Heritage Timesaver Cast Iron Soil Pipe Pipe Taper', 'description': '100mm x 50mm Heritage Timesaver Cast Iron Soil Pipe Pipe Taper\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191711\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191711', 'gtin13': '191711', 'sku': '191711', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt28.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-x-50mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Pipe-Taper', 'price': '88.31', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-150mm-Projection,2026-06-10T18:59:08.708159,"{'name': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 150mm Projection', 'description': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 150mm Projection\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191706\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191706', 'gtin13': '191706', 'sku': '191706', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt24.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-150mm-Projection', 'price': '103.98', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-115mm-Projection,2026-06-10T18:59:09.432227,"{'name': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 115mm Projection', 'description': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 115mm Projection\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191709\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191709', 'gtin13': '191709', 'sku': '191709', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt24.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-115mm-Projection', 'price': '103.98', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-75mm-Projection,2026-06-10T18:59:10.029493,"{'name': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 75mm Projection', 'description': '100mm Heritage Timesaver Cast Iron Soil Pipe Offset Bend 75mm Projection\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191705\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191705', 'gtin13': '191705', 'sku': '191705', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt24.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Offset-Bend-75mm-Projection', 'price': '73.67', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
Drainage Central,https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Access-Pipe-with-Rectangular-Door,2026-06-10T18:59:10.660181,"{'name': '100mm Heritage Timesaver Cast Iron Soil Pipe Access Pipe with Rectangular Door', 'description': '100mm Heritage Timesaver Cast Iron Soil Pipe Access Pipe with Rectangular Door\n&nbsp;\n\nSaint-Gobain PAM UK Cast Iron Timesaver Soil Pipe System is Available in a range of pipe diameters with an exstensive range of fittings and to suit any project.\n\nSaint-Gobain PAM UK are market leaders in the supply of Cast iron soil, drainage and rainwater systems.\n\nBenefits of Cast Iron\n\n\n\tNon-combustible fire rated A1\n\tExcellent acoustic properties\n\tMinimal expansion\n\tStrong and robust\n\tExcellent environmental properties\n\tMade from up to 99% recycled content\n\t100% recyclable\n\tLong life span\n\n\nTimesaver Soil Coating\n\n\n\t3m Pipes Internally lined with an ochre two-part epoxy coating\n\tExternally coated in a black acrylic paint.\n\tFittings and couplings, Internally and externally coated in a black waterbased paint\n\tThe Timesaver coating shall accept over-coating (Overpainting) with alkyd and water based paints normally used on metallic structures\n\nThe Cast Iron Soil Pipe Timesaver range include heritage push-fit couplings that turns a mechanical pipe system into a system with the traditional cast iron appearance.\n\nThe Timesaver Heritage couplings have been accepted by recognised bodies for all grade listed properties ie. National Heritage, English Heritage etc. Its primer black coating makes it easy to overpaint for external soil stacks, and is the perfect solution for listed buildings and those situated in areas of conservation.\n\nPrestigious commercial buildings built in the 1970&rsquo;s to the mid 90&rsquo;s which are serviced by cast iron soil stacks, will most likely be Timesaver. If the building is to be refurbished and changes are required, the latest Timesaver range is best suited to connect to the original pipework.\n\nPlease Note: Timesaver soil fittings were traditionally supplied with a raised bead on the spigot ends, which over the years have been removed. The Heritage couplings can only be used on fittings without the bead.\n\nManufacturer: Saint-Gobain PAM UK\n\nProduct Code: 191700\n\nReturn to product list\n&amp;nbsp', 'brand': 'Heritage Timesaver Soil', 'mpn': '191700', 'gtin13': '191700', 'sku': '191700', 'image_urls': ['https://www.drainagecentral.co.uk/DrainageCentral/pamsaintgobain/timesaversoil/cast-iron-timesaver-gt15.jpg'], 'offer_url': 'https://www.drainagecentral.co.uk/100mm-Heritage-Timesaver-Cast-Iron-Soil-Pipe-Access-Pipe-with-Rectangular-Door', 'price': '252.07', 'currency': 'GBP', 'availability': 'https://schema.org/InStock', 'price_valid_until': '2027-06-10'}"
